Intensity recordings for experiment starting at 0.0005. readings every 1.0000000000000243e-06 seconds
wanted Power experiment,power at power_meter,angle
0.0005,0.000947,21.000000
0.000501,0.000947,20.800000
0.0005020000000000001,0.000947,20.800000
0.0005030000000000001,0.000947,20.800000
0.0005040000000000001,0.000947,20.800000
0.0005050000000000001,0.000947,20.800000
0.0005060000000000002,0.000947,20.800000
0.0005070000000000002,0.000947,20.600000
0.0005080000000000002,0.000947,20.600000
0.0005090000000000002,0.000947,20.600000
0.0005100000000000003,0.000947,20.600000
0.0005110000000000003,0.000947,20.600000
0.0005120000000000003,0.000947,20.600000
0.0005130000000000003,0.000947,20.400000
0.0005140000000000004,0.000947,20.400000
0.0005150000000000004,0.000947,20.400000
0.0005160000000000004,0.000947,20.400000
0.0005170000000000004,0.000947,20.400000
0.0005180000000000004,0.000947,20.400000
0.0005190000000000005,0.000947,20.200000
0.0005200000000000005,0.000947,20.200000
0.0005210000000000005,0.000947,20.200000
0.0005220000000000005,0.000947,20.200000
0.0005230000000000006,0.000947,20.200000
0.0005240000000000006,0.000948,20.200000
0.0005250000000000006,0.000947,20.000000
0.0005260000000000006,0.000947,20.000000
0.0005270000000000007,0.000947,20.000000
0.0005280000000000007,0.000947,20.000000
0.0005290000000000007,0.000947,20.000000
0.0005300000000000007,0.000947,20.000000
0.0005310000000000008,0.000947,20.000000
0.0005320000000000008,0.000947,19.800000
0.0005330000000000008,0.000947,19.800000
0.0005340000000000008,0.000947,19.800000
0.0005350000000000009,0.000947,19.800000
0.0005360000000000009,0.000947,19.800000
0.0005370000000000009,0.000947,19.800000
0.0005380000000000009,0.000947,19.600000
0.000539000000000001,0.000947,19.600000
0.000540000000000001,0.000947,19.600000
0.000541000000000001,0.000947,19.600000
0.000542000000000001,0.000948,19.600000
0.0005430000000000011,0.000947,19.600000
0.0005440000000000011,0.000947,19.400000
0.0005450000000000011,0.000947,19.400000
0.0005460000000000011,0.000947,19.400000
0.0005470000000000012,0.000948,19.400000
0.0005480000000000012,0.000947,19.400000
0.0005490000000000012,0.000947,19.400000
0.0005500000000000012,0.000947,19.200000
0.0005510000000000013,0.000947,19.200000
0.0005520000000000013,0.000947,19.200000
0.0005530000000000013,0.000947,19.200000
0.0005540000000000013,0.000947,19.200000
0.0005550000000000013,0.000947,19.200000
0.0005560000000000014,0.000947,19.000000
0.0005570000000000014,0.000947,19.000000
0.0005580000000000014,0.000947,19.000000
0.0005590000000000014,0.000947,19.000000
0.0005600000000000015,0.000947,19.000000
0.0005610000000000015,0.000947,19.000000
0.0005620000000000015,0.000948,19.000000
0.0005630000000000015,0.000947,18.800000
0.0005640000000000016,0.000947,18.800000
0.0005650000000000016,0.000947,18.800000
0.0005660000000000016,0.000947,18.800000
0.0005670000000000016,0.000947,18.800000
0.0005680000000000017,0.000948,18.800000
0.0005690000000000017,0.000947,18.600000
0.0005700000000000017,0.000947,18.600000
0.0005710000000000017,0.000947,18.600000
0.0005720000000000018,0.000947,18.600000
0.0005730000000000018,0.000947,18.600000
0.0005740000000000018,0.000947,18.400000
0.0005750000000000018,0.000947,18.400000
0.0005760000000000019,0.000947,18.400000
0.0005770000000000019,0.000947,18.400000
0.0005780000000000019,0.000947,18.400000
0.0005790000000000019,0.000947,18.400000
0.000580000000000002,0.000947,18.400000
0.000581000000000002,0.000947,18.200000
0.000582000000000002,0.000947,18.200000
0.000583000000000002,0.000947,18.200000
0.000584000000000002,0.000947,18.200000
0.0005850000000000021,0.000947,18.200000
0.0005860000000000021,0.000947,18.000000
0.0005870000000000021,0.000947,18.000000
0.0005880000000000021,0.000947,18.000000
0.0005890000000000022,0.000947,18.000000
0.0005900000000000022,0.000947,18.000000
0.0005910000000000022,0.000947,18.000000
0.0005920000000000022,0.000947,17.800000
0.0005930000000000023,0.000947,17.800000
0.0005940000000000023,0.000947,17.800000
0.0005950000000000023,0.000947,17.800000
0.0005960000000000023,0.000947,17.800000
0.0005970000000000024,0.000947,17.800000
0.0005980000000000024,0.000947,17.600000
0.0005990000000000024,0.000947,17.600000
